Temps,Voie A,Voie B,Voie C
50800,0,0,0
51000,0,0,0
51200,0,0,0
51400,0,0,0
51600,0,0,0
51800,0,0,0
52000,0,0,0
52200,0,0,0
52400,0,0,0
52600,0,0,0
52800,0,0,0
53000,0,0,0
53200,0,0,0
53400,0,0,0
53600,0,0,0
53800,0,0,0
54000,0,0,0
54200,0,0,0
54400,0,0,0
54600,0,0,0
54800,0,0,0
55000,0,0,0
55200,0,0,0
55400,0,0,0
55600,0,0,0
55800,0,0,0
56000,0,0,0
56200,0,0,0
56400,0,0,0
56600,0,0,0
56800,0,0,0
57000,0,0,0
57200,0,0,0
57400,0,0,0
57600,0,0,0
57800,0,0,0
58000,0,0,0
58200,0,0,0
58400,0,0,0
58600,0,0,0
58800,0,0,0
59000,0,0,0
59200,0,0,0
59400,0,0,0
59600,0,0,0
59800,0,0,0
60000,0,0,0
60200,0,0,0
60400,0,0,0
60600,0,0,0
60800,0,0,0
61000,0,0,0
61200,0,0,0
61400,0,0,0
61600,0,0,0
61800,0,0,0
62000,0,0,0
62200,0,0,0
62400,0,0,0
62600,0,0,0
62800,0,0,0
63000,0,0,0
63200,0,0,0
63400,0,0,0
63600,0,0,0
63800,0,0,0
64000,0,0,0
64200,0,0,0
64400,0,0,0
64600,0,0,0
64800,0,0,0
65000,0,0,0
65200,0,0,0
65400,0,0,0
65600,0,0,0
65800,0,0,0
66000,0,0,0
66200,0,0,0
66400,0,0,0
66600,0,0,0
66800,0,0,0
67000,0,0,0
67200,0,0,0
67400,0,0,0
67600,0,0,0
67800,0,0,0
68000,0,0,0
68200,0,0,0
68400,0,0,0
68600,0,0,0
68800,0,0,0
69000,0,0,0
69200,0,0,0
69400,0,0,0
69600,0,0,0
69800,0,0,0
70000,0,0,0
70200,0,0,0
70400,0,0,0
70600,0,0,0
70800,0,0,0
71000,0,0,0
71200,0,0,0
71400,0,0,0
71600,0,0,0
71800,0,0,0
72000,0,0,0
72200,0,0,0
72400,0,0,0
72600,0,0,0
72800,0,0,0
73000,0,0,0
73200,0,0,0
73400,0,0,0
73600,0,0,0
73800,0,0,0
74000,0,0,0
74200,0,0,0
74400,0,0,0
74600,0,0,0
74800,0,0,0
75000,0,0,0
75200,0,0,0
75400,0,0,0
75600,0,0,0
75800,0,0,0
76000,0,0,0
76200,0,0,0
76400,0,0,0
76600,0,0,0
76800,0,0,0
77000,0,0,0
77200,0,0,0
77400,0,0,0
77600,0,0,0
77800,0,0,0
78000,0,0,0
78200,0,0,0
78400,0,0,0
78600,0,0,0
78800,0,0,0
79000,0,0,0
79200,0,0,0
79400,0,0,0
79600,0,0,0
79800,0,0,0
80000,0,0,0
80200,0,0,0
80400,0,0,0
80600,0,0,0
80800,0,0,0
81000,0,0,0
81200,0,0,0
81400,0,0,0
81600,0,0,0
81800,0,0,0
82000,0,0,0
82200,0,0,0
82400,0,0,0
82600,0,0,0
82800,0,0,0
83000,0,0,0
83200,0,0,0
83400,0,0,0
83600,0,0,0
83800,0,0,0
84000,0,0,0
84200,0,0,0
84400,0,0,0
84600,0,0,0
84800,0,0,0
85000,0,0,0
85200,0,0,0
85400,0,0,0
85600,0,0,0
85800,0,0,0
86000,0,0,0
86200,0,0,0
86400,0,0,0
86600,0,0,0
86800,0,0,0
87000,0,0,0
87200,0,0,0
87400,0,0,0
87600,0,0,0
87800,0,0,0
88000,0,0,0
88200,0,0,0
88400,0,0,0
88600,0,0,0
88800,0,0,0
89000,0,0,0
89200,0,0,0
89400,0,0,0
89600,0,0,0
89800,0,0,0
90000,0,0,0
90200,0,0,0
90400,0,0,0
90600,0,0,0
90800,0,0,0
91000,0,0,0
91200,0,0,0
91400,0,0,0
91600,0,0,0
91800,0,0,0
92000,0,0,0
92200,0,0,0
92400,0,0,0
92600,0,0,0
92800,0,0,0
93000,0,0,0
93200,0,0,0
93400,0,0,0
93600,0,0,0
93800,0,0,0
94000,0,0,0
94200,0,0,0
94400,0,0,0
94600,0,0,0
94800,0,0,0
95000,0,0,0
95200,0,0,0
95400,0,0,0
95600,0,0,0
95800,0,0,0
96000,0,0,0
96200,0,0,0
96400,0,0,0
96600,0,0,0
96800,0,0,0
97000,0,0,0
97200,0,0,0
97400,0,0,0
97600,0,0,0
97800,0,0,0
98000,0,0,0
98200,0,0,0
98400,0,0,0
98600,0,0,0
98800,0,0,0
99000,0,0,0
99200,0,0,0
99400,0,0,0
99600,0,0,0
99800,0,0,0
100000,0,0,0
100200,0,0,0
100400,0,0,0
100600,0,0,0
100800,0,0,0
101000,0,0,0
101200,0,0,0
101400,0,0,0
101600,0,0,0
101800,0,0,0
102000,0,0,0
102200,0,0,0
102400,0,0,0
102600,0,0,0
102800,0,0,0
103000,0,0,0
103200,0,0,0
103400,0,0,0
103600,0,0,0
103800,0,0,0
104000,0,0,0
104200,0,0,0
104400,0,0,0
104600,0,0,0
104800,0,0,0
105000,0,0,0
105200,0,0,0
105400,0,0,0
105600,0,0,0
105800,0,0,0
106000,0,0,0
106200,0,0,0
106400,0,0,0
106600,0,0,0
106800,0,0,0
107000,0,0,0
107200,0,0,0
107400,0,0,0
107600,0,0,0
107800,0,0,0
108000,0,0,0
108200,0,0,0
108400,0,0,0
108600,0,0,0
108800,0,0,0
109000,0,0,0
109200,0,0,0
109400,0,0,0
109600,0,0,0
109800,0,0,0
110000,0,0,0
110200,0,0,0
110400,0,0,0
110600,0,0,0
110800,0,0,0
111000,0,0,0
111200,0,0,0
111400,0,0,0
111600,0,0,0
111800,0,0,0
112000,0,0,0
112200,0,0,0
112400,0,0,0
112600,0,0,0
112800,0,0,0
113000,0,0,0
113200,0,0,0
113400,0,0,0
113600,0,0,0
113800,0,0,0
114000,0,0,0
114200,0,0,0
114400,0,0,0
114600,0,0,0
114800,0,0,0
115000,0,0,0
115200,0,0,0
115400,0,0,0
115600,0,0,0
115800,0,0,0
116000,0,0,0
116200,0,0,0
116400,0,0,0
116600,0,0,0
116800,0,0,0
117000,0,0,0
117200,0,0,0
117400,0,0,0
117600,0,0,0
117800,0,0,0
118000,0,0,0
118200,0,0,0
118400,0,0,0
118600,0,0,0
118800,0,0,0
119000,0,0,0
119200,0,0,0
119400,0,0,0
119600,0,0,0
119800,0,0,0
120000,0,0,0
120200,0,0,0
120400,0,0,0
120600,0,0,0
120800,0,0,0
121000,0,0,0
121200,0,0,0
121400,0,0,0
121600,0,0,0
121800,0,0,0
122000,0,0,0
122200,0,0,0
122400,0,0,0
122600,0,0,0
122800,0,0,0
123000,0,0,0
123200,0,0,0
123400,0,0,0
123600,0,0,0
123800,0,0,0
124000,0,0,0
124200,0,0,0
124400,0,0,0
124600,0,0,0
124800,0,0,0
125000,0,0,0
125200,0,0,0
125400,0,0,0
125600,0,0,0
125800,0,0,0
126000,0,0,0
126200,0,0,0
126400,0,0,0
126600,0,0,0
126800,0,0,0
127000,0,0,0
127200,0,0,0
127400,0,0,0
127600,0,0,0
127800,0,0,0
128000,0,0,0
128200,0,0,0
128400,0,0,0
128600,0,0,0
128800,0,0,0
129000,0,0,0
129200,0,0,0
129400,0,0,0
129600,0,0,0
129800,0,0,0
130000,0,0,0
130200,0,0,0
130400,0,0,0
130600,0,0,0
130800,0,0,0
131000,0,0,0
131200,0,0,0
131400,0,0,0
131600,0,0,0
131800,0,0,0
132000,0,0,0
132200,0,0,0
132400,0,0,0
132600,0,0,0
132800,0,0,0
133000,0,0,0
133200,0,0,0
133400,0,0,0
133600,0,0,0
133800,0,0,0
134000,0,0,0
134200,0,0,0
134400,0,0,0
134600,0,0,0
134800,0,0,0
135000,0,0,0
135200,0,0,0
135400,0,0,0
135600,0,0,0
135800,0,0,0
136000,0,0,0
136200,0,0,0
136400,0,0,0
136600,0,0,0
136800,0,0,0
137000,0,0,0
137200,0,0,0
137400,0,0,0
137600,0,0,0
137800,0,0,0
138000,0,0,0
138200,0,0,0
138400,0,0,0
138600,0,0,0
138800,0,0,0
139000,0,0,0
139200,0,0,0
139400,0,0,0
139600,0,0,0
139800,0,0,0
140000,0,0,0
140200,0,0,0
140400,0,0,0
140600,0,0,0
140800,0,0,0
141000,0,0,0
141200,0,0,0
141400,0,0,0
141600,0,0,0
141800,0,0,0
142000,0,0,0
142200,0,0,0
142400,0,0,0
142600,0,0,0
142800,0,0,0
143000,0,0,0
143200,0,0,0
143400,0,0,0
143600,0,0,0
143800,0,0,0
144000,0,0,0
144200,0,0,0
144400,0,0,0
144600,0,0,0
144800,0,0,0
145000,0,0,0
145200,0,0,0
145400,0,0,0
145600,0,0,0
145800,0,0,0
146000,0,0,0
146200,0,0,0
146400,0,0,0
146600,0,0,0
146800,0,0,0
147000,0,0,0
147200,0,0,0
147400,0,0,0
147600,0,0,0
147800,0,0,0
148000,0,0,0
148200,0,0,0
148400,0,0,0
148600,0,0,0
148800,0,0,0
149000,0,0,0
149200,0,0,0
149400,0,0,0
149600,0,0,0
149800,0,0,0
150000,0,0,0
150200,0,0,0
150400,0,0,0
150600,0,0,0
150800,0,0,0
151000,0,0,0
151200,0,0,0
151400,0,0,0
151600,0,0,0
151800,0,0,0
152000,0,0,0
152200,0,0,0
152400,0,0,0
152600,0,0,0
152800,0,0,0
153000,0,0,0
153200,0,0,0
153400,0,0,0
153600,0,0,0
153800,0,0,0
154000,0,0,0
154200,0,0,0
154400,0,0,0
154600,0,0,0
154800,0,0,0
155000,0,0,0
155200,0,0,0
155400,0,0,0
155600,0,0,0
155800,0,0,0
156000,0,0,0
156200,0,0,0
156400,0,0,0
156600,0,0,0
156800,0,0,0
157000,0,0,0
157200,0,0,0
157400,0,0,0
157600,0,0,0
157800,0,0,0
158000,0,0,0
158200,0,0,0
158400,0,0,0
158600,0,0,0
158800,0,0,0
159000,0,0,0
159200,0,0,0
159400,0,0,0
159600,0,0,0
159800,0,0,0
160000,0,0,0
160200,0,0,0
160400,0,0,0
160600,0,0,0
160800,0,0,0
161000,0,0,0
161200,0,0,0
161400,0,0,0
161600,0,0,0
161800,0,0,0
162000,0,0,0
162200,0,0,0
162400,0,0,0
162600,0,0,0
162800,0,0,0
163000,0,0,0
163200,0,0,0
163400,0,0,0
163600,0,0,0
163800,0,0,0
164000,0,0,0
164200,0,0,0
164400,0,0,0
164600,0,0,0
164800,0,0,0
165000,0,0,0
165200,0,0,0
165400,0,0,0
165600,0,0,0
165800,0,0,0
166000,0,0,0
166200,0,0,0
166400,0,0,0
166600,0,0,0
166800,0,0,0
167000,0,0,0
167200,0,0,0
167400,0,0,0
167600,0,0,0
167800,0,0,0
168000,0,0,0
168200,0,0,0
168400,0,0,0
168600,0,0,0
168800,0,0,0
169000,0,0,0
169200,0,0,0
169400,0,0,0
169600,0,0,0
169800,0,0,0
170000,0,0,0
170200,0,0,0
170400,0,0,0
170600,0,0,0
170800,0,0,0
171000,0,0,0
171200,0,0,0
171400,0,0,0
171600,0,0,0
171800,0,0,0
172000,0,0,0
172200,0,0,0
172400,0,0,0
172600,0,0,0
172800,0,0,0
173000,0,0,0
173200,0,0,0
173400,0,0,0
173600,0,0,0
173800,0,0,0
174000,0,0,0
174200,0,0,0
174400,0,0,0
174600,0,0,0
174800,0,0,0
175000,0,0,0
175200,0,0,0
175400,0,0,0
175600,0,0,0
175800,0,0,0
176000,0,0,0
176200,0,0,0
176400,0,0,0
176600,0,0,0
176800,0,0,0
177000,0,0,0
177200,0,0,0
177400,0,0,0
177600,0,0,0
177800,0,0,0
178000,0,0,0
178200,0,0,0
178400,0,0,0
178600,0,0,0
178800,0,0,0
179000,0,0,0
179200,0,0,0
179400,0,0,0
179600,0,0,0
179800,0,0,0
180000,0,0,0
180200,0,0,0
180400,0,0,0
180600,0,0,0
180800,0,0,0
181000,0,0,0
181200,0,0,0
181400,0,0,0
181600,0,0,0
181800,0,0,0
182000,0,0,0
182200,0,0,0
182400,0,0,0
182600,0,0,0
182800,0,0,0
183000,0,0,0
183200,0,0,0
183400,0,0,0
183600,0,0,0
183800,0,0,0
184000,0,0,0
184200,0,0,0
184400,0,0,0
184600,0,0,0
184800,0,0,0
185000,0,0,0
185200,0,0,0
185400,0,0,0
185600,0,0,0
185800,0,0,0
186000,0,0,0
186200,0,0,0
186400,0,0,0
186600,0,0,0
186800,0,0,0
187000,0,0,0
187200,0,0,0
187400,0,0,0
187600,0,0,0
187800,0,0,0
188000,0,0,0
188200,0,0,0
188400,0,0,0
188600,0,0,0
188800,0,0,0
189000,0,0,0
189200,0,0,0
189400,0,0,0
189600,0,0,0
189800,0,0,0
190000,0,0,0
190200,0,0,0
190400,0,0,0
190600,0,0,0
190800,0,0,0
191000,0,0,0
191200,0,0,0
191400,0,0,0
191600,0,0,0
191800,0,0,0
192000,0,0,0
192200,0,0,0
192400,0,0,0
192600,0,0,0
192800,0,0,0
193000,0,0,0
193200,0,0,0
193400,0,0,0
193600,0,0,0
193800,0,0,0
194000,0,0,0
194200,0,0,0
194400,0,0,0
194600,0,0,0
194800,0,0,0
195000,0,0,0
195200,0,0,0
195400,0,0,0
195600,0,0,0
195800,0,0,0
196000,0,0,0
196200,0,0,0
196400,0,0,0
196600,0,0,0
196800,0,0,0
197000,0,0,0
197200,0,0,0
197400,0,0,0
197600,0,0,0
197800,0,0,0
198000,0,0,0
198200,0,0,0
198400,0,0,0
198600,0,0,0
198800,0,0,0
199000,0,0,0
199200,0,0,0
199400,0,0,0
199600,0,0,0
199800,0,0,0
200000,0,0,0
200200,0,0,0
200400,0,0,0
200600,0,0,0
200800,0,0,0
201000,0,0,0
201200,0,0,0
201400,0,0,0
201600,0,0,0
201800,0,0,0
202000,0,0,0
202200,0,0,0
202400,0,0,0
202600,0,0,0
202800,0,0,0
203000,0,0,0
203200,0,0,0
203400,0,0,0
203600,0,0,0
203800,0,0,0
204000,0,0,0
204200,0,0,0
204400,0,0,0
204600,0,0,0
204800,0,0,0
205000,0,0,0
205200,0,0,0
205400,0,0,0
205600,0,0,0
205800,0,0,0
206000,0,0,0
206200,0,0,0
206400,0,0,0
206600,0,0,0
206800,0,0,0
207000,0,0,0
207200,0,0,0
207400,0,0,0
207600,0,0,0
207800,0,0,0
208000,0,0,0
208200,0,0,0
208400,0,0,0
208600,0,0,0
208800,0,0,0
209000,0,0,0
209200,0,0,0
209400,0,0,0
209600,0,0,0
209800,0,0,0
210000,0,0,0
210200,0,0,0
210400,0,0,0
210600,0,0,0
210800,0,0,0
211000,0,0,0
211200,0,0,0
211400,0,0,0
211600,0,0,0
211800,0,0,0
212000,0,0,0
212200,0,0,0
212400,0,0,0
212600,0,0,0
212800,0,0,0
213000,0,0,0
213200,0,0,0
213400,0,0,0
213600,0,0,0
213800,0,0,0
214000,0,0,0
214200,0,0,0
214400,0,0,0
214600,0,0,0
214800,0,0,0
215000,0,0,0
215200,0,0,0
215400,0,0,0
215600,0,0,0
215800,0,0,0
216000,0,0,0
216200,0,0,0
216400,0,0,0
216600,0,0,0
216800,0,0,0
217000,0,0,0
217200,0,0,0
217400,0,0,0
217600,0,0,0
217800,0,0,0
218000,0,0,0
218200,0,0,0
218400,0,0,0
218600,0,0,0
218800,0,0,0
219000,0,0,0
219200,0,0,0
219400,0,0,0
219600,0,0,0
219800,0,0,0
220000,0,0,0
220200,0,0,0
220400,0,0,0
220600,0,0,0
220800,0,0,0
221000,0,0,0
221200,0,0,0
221400,0,0,0
221600,0,0,0
221800,0,0,0
222000,0,0,0
222200,0,0,0
222400,0,0,0
222600,0,0,0
222800,0,0,0
223000,0,0,0
223200,0,0,0
223400,0,0,0
223600,0,0,0
223800,0,0,0
224000,0,0,0
224200,0,0,0
224400,0,0,0
224600,0,0,0
224800,0,0,0
225000,0,0,0
225200,0,0,0
225400,0,0,0
225600,0,0,0
225800,0,0,0
226000,0,0,0
226200,0,0,0
226400,0,0,0
226600,0,0,0
226800,0,0,0
227000,0,0,0
227200,0,0,0
227400,0,0,0
227600,0,0,0
227800,0,0,0
228000,0,0,0
228200,0,0,0
228400,0,0,0
228600,0,0,0
228800,0,0,0
229000,0,0,0
229200,0,0,0
229400,0,0,0
229600,0,0,0
229800,0,0,0
230000,0,0,0
230200,0,0,0
230400,0,0,0
230600,0,0,0
230800,0,0,0
231000,0,0,0
231200,0,0,0
231400,0,0,0
231600,0,0,0
231800,0,0,0
232000,0,0,0
232200,0,0,0
232400,0,0,0
232600,0,0,0
232800,0,0,0
233000,0,0,0
233200,0,0,0
233400,0,0,0
233600,0,0,0
233800,0,0,0
234000,0,0,0
234200,0,0,0
234400,0,0,0
234600,0,0,0
234800,0,0,0
235000,0,0,0
235200,0,0,0
235400,0,0,0
235600,0,0,0
235800,0,0,0
236000,0,0,0
236200,0,0,0
236400,0,0,0
236600,0,0,0
236800,0,0,0
237000,0,0,0
237200,0,0,0
237400,0,0,0
237600,0,0,0
237800,0,0,0
238000,0,0,0
238200,0,0,0
238400,0,0,0
238600,0,0,0
238800,0,0,0
239000,0,0,0
239200,0,0,0
239400,0,0,0
239600,0,0,0
239800,0,0,0
240000,0,0,0
240200,0,0,0
240400,0,0,0
240600,0,0,0
240800,0,0,0
241000,0,0,0
241200,0,0,0
241400,0,0,0
241600,0,0,0
241800,0,0,0
242000,0,0,0
242200,0,0,0
242400,0,0,0
242600,0,0,0
242800,0,0,0
243000,0,0,0
243200,0,0,0
243400,0,0,0
243600,0,0,0
243800,0,0,0
244000,0,0,0
244200,0,0,0
244400,0,0,0
244600,0,0,0
244800,0,0,0
245000,0,0,0
245200,0,0,0
245400,0,0,0
245600,0,0,0
245800,0,0,0
246000,0,0,0
246200,0,0,0
246400,0,0,0
246600,0,0,0
246800,0,0,0
247000,0,0,0
247200,0,0,0
247400,0,0,0
247600,0,0,0
247800,0,0,0
248000,0,0,0
248200,0,0,0
248400,0,0,0
248600,0,0,0
248800,0,0,0
249000,0,0,0
249200,0,0,0
249400,0,0,0
249600,0,0,0
249800,0,0,0
250000,0,0,0
250200,0,0,0
250400,0,0,0
250600,0,0,0
250800,0,0,0
251000,0,0,0
251200,0,0,0
251400,0,0,0
251600,0,0,0
251800,0,0,0
252000,0,0,0
252200,0,0,0
252400,0,0,0
252600,0,0,0
252800,0,0,0
253000,0,0,0
253200,0,0,0
253400,0,0,0
253600,0,0,0
253800,0,0,0
254000,0,0,0
254200,0,0,0
254400,0,0,0
254600,0,0,0
254800,0,0,0
255000,0,0,0
255200,0,0,0
255400,0,0,0
255600,0,0,0
255800,0,0,0
256000,0,0,0
256200,0,0,0
256400,0,0,0
256600,0,0,0
256800,0,0,0
257000,0,0,0
257200,0,0,0
257400,0,0,0
257600,0,0,0
257800,0,0,0
258000,0,0,0
258200,0,0,0
258400,0,0,0
258600,0,0,0
258800,0,0,0
259000,0,0,0
259200,0,0,0
259400,0,0,0
259600,0,0,0
259800,0,0,0
260000,0,0,0
260200,0,0,0
260400,0,0,0
260600,0,0,0
260800,0,0,0
261000,0,0,0
261200,0,0,0
261400,0,0,0
261600,0,0,0
261800,0,0,0
262000,0,0,0
262200,0,0,0
262400,0,0,0
262600,0,0,0
262800,0,0,0
263000,0,0,0
263200,0,0,0
263400,0,0,0
263600,0,0,0
263800,0,0,0
264000,0,0,0
264200,0,0,0
264400,0,0,0
264600,0,0,0
264800,0,0,0
265000,0,0,0
265200,0,0,0
265400,0,0,0
265600,0,0,0
265800,0,0,0
266000,0,0,0
266200,0,0,0
266400,0,0,0
266600,0,0,0
266800,0,0,0
267000,0,0,0
267200,0,0,0
267400,0,0,0
267600,0,0,0
267800,0,0,0
268000,0,0,0
268200,0,0,0
268400,0,0,0
268600,0,0,0
268800,0,0,0
269000,0,0,0
269200,0,0,0
269400,0,0,0
269600,0,0,0
269800,0,0,0
270000,0,0,0
270200,0,0,0
270400,0,0,0
270600,0,0,0
270800,0,0,0
271000,0,0,0
271200,0,0,0
271400,0,0,0
271600,0,0,0
271800,0,0,0
272000,0,0,0
272200,0,0,0
272400,0,0,0
272600,0,0,0
272800,0,0,0
273000,0,0,0
273200,0,0,0
273400,0,0,0
273600,0,0,0
273800,0,0,0
274000,0,0,0
274200,0,0,0
274400,0,0,0
274600,0,0,0
274800,0,0,0
275000,0,0,0
275200,0,0,0
275400,0,0,0
275600,0,0,0
275800,0,0,0
276000,0,0,0
276200,0,0,0
276400,0,0,0
276600,0,0,0
276800,0,0,0
277000,0,0,0
277200,0,0,0
277400,0,0,0
277600,0,0,0
277800,0,0,0
278000,0,0,0
278200,0,0,0
278400,0,0,0
278600,0,0,0
278800,0,0,0
279000,0,0,0
279200,0,0,0
279400,0,0,0
279600,0,0,0
279800,0,0,0
280000,0,0,0
280200,0,0,0
280400,0,0,0
280600,0,0,0
280800,0,0,0
281000,0,0,0
281200,0,0,0
281400,0,0,0
281600,0,0,0
281800,0,0,0
282000,0,0,0
282200,0,0,0
282400,0,0,0
282600,0,0,0
282800,0,0,0
283000,0,0,0
283200,0,0,0
283400,0,0,0
283600,0,0,0
283800,0,0,0
284000,0,0,0
284200,0,0,0
284400,0,0,0
284600,0,0,0
284800,0,0,0
285000,0,0,0
285200,0,0,0
285400,0,0,0
285600,0,0,0
285800,0,0,0
286000,0,0,0
286200,0,0,0
286400,0,0,0
286600,0,0,0
286800,0,0,0
287000,0,0,0
287200,0,0,0
287400,0,0,0
287600,0,0,0
287800,0,0,0
288000,0,0,0
288200,0,0,0
288400,0,0,0
288600,0,0,0
288800,0,0,0
289000,0,0,0
289200,0,0,0
289400,0,0,0
289600,0,0,0
289800,0,0,0
290000,0,0,0
290200,0,0,0
290400,0,0,0
290600,0,0,0
290800,0,0,0
291000,0,0,0
291200,0,0,0
291400,0,0,0
291600,0,0,0
291800,0,0,0
292000,0,0,0
292200,0,0,0
292400,0,0,0
292600,0,0,0
292800,0,0,0
293000,0,0,0
293200,0,0,0
293400,0,0,0
293600,0,0,0
293800,0,0,0
294000,0,0,0
294200,0,0,0
294400,0,0,0
294600,0,0,0
294800,0,0,0
295000,0,0,0
295200,0,0,0
295400,0,0,0
295600,0,0,0
295800,0,0,0
296000,0,0,0
296200,0,0,0
296400,0,0,0
296600,0,0,0
296800,0,0,0
297000,0,0,0
297200,0,0,0
297400,0,0,0
297600,0,0,0
297800,0,0,0
298000,0,0,0
298200,0,0,0
298400,0,0,0
298600,0,0,0
298800,0,0,0
299000,0,0,0
299200,0,0,0
299400,0,0,0
299600,0,0,0
299800,0,0,0
300000,0,0,0
300200,0,0,0
300400,0,0,0
300600,0,0,0
300800,0,0,0
301000,0,0,0
301200,0,0,0
301400,0,0,0
301600,0,0,0
301800,0,0,0
302000,0,0,0
302200,0,0,0
302400,0,0,0
302600,0,0,0
302800,0,0,0
303000,0,0,0
303200,0,0,0
303400,0,0,0
303600,0,0,0
303800,0,0,0
304000,0,0,0
304200,0,0,0
304400,0,0,0
304600,0,0,0
304800,0,0,0
305000,0,0,0
305200,0,0,0
305400,0,0,0
305600,0,0,0
305800,0,0,0
306000,0,0,0
306200,0,0,0
306400,0,0,0
306600,0,0,0
306800,0,0,0
307000,0,0,0
307200,0,0,0
307400,0,0,0
307600,0,0,0
307800,0,0,0
308000,0,0,0
308200,0,0,0
308400,0,0,0
308600,0,0,0
308800,0,0,0
309000,0,0,0
309200,0,0,0
309400,0,0,0
309600,0,0,0
